,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
626,p627,62,"(-1000.0, 1732.05)","(-2000.0, 3464.1)",H17,H17,1999,135
627,p628,62,"(500.0, -866.03)","(-3500.0, 2598.08)",H3,H16,6000,339
628,p629,62,"(-2500.0, -866.03)","(-2500.0, 866.03)",H15,H16,2000,125
629,p630,62,"(2000.0, -1732.05)","(-2000.0, -1732.05)",H3,H5,4000,208
630,p631,62,"(-2500.0, 2598.08)","(2000.0, -0.0)",H16,H2,6000,400
631,p632,62,"(-2500.0, -2598.08)","(2500.0, 2598.08)",H14,H8,8000,389
632,p633,62,"(-3500.0, 866.03)","(-2000.0, 1732.05)",H16,H6,1999,137
633,p634,62,"(-1000.0, 1732.05)","(1000.0, 1732.05)",H7,H2,2000,174
634,p635,62,"(-1000.0, -0.0)","(3500.0, 866.03)",H6,H8,5000,260
635,p636,63,"(2500.0, 2598.08)","(-3000.0, -1732.05)",H19,H14,8000,317
636,p637,63,"(-500.0, 4330.13)","(2000.0, -0.0)",H18,H2,5000,309
637,p638,63,"(-1000.0, -1732.05)","(1000.0, -1732.05)",H13,H11,2000,161
638,p639,63,"(2000.0, 0.0)","(-500.0, 4330.13)",H3,H18,5000,240
639,p640,63,"(-2500.0, -866.03)","(3000.0, -1732.05)",H5,H10,5999,322
640,p641,63,"(-2000.0, 1732.05)","(-500.0, -2598.08)",H16,H13,5000,279
641,p642,63,"(500.0, 866.03)","(3500.0, -866.03)",H2,H9,4000,282
642,p643,63,"(0, -3464.1)","(-2500.0, 2598.08)",H12,H17,7000,416
643,p644,63,"(1000.0, 1732.05)","(1500.0, -866.03)",H7,H3,3000,188
644,p645,63,"(2000.0, -1732.05)","(-1500.0, -2598.08)",H10,H13,4000,287
645,p646,64,"(3500.0, -2598.08)","(-2500.0, -866.03)",H10,H15,6999,341
646,p647,64,"(-1000.0, -1732.05)","(1000.0, 0.0)",H4,H1,2999,159
647,p648,64,"(500.0, 866.03)","(500.0, -2598.08)",H7,H4,4000,251
648,p649,64,"(-2000.0, -1732.05)","(-500.0, 2598.08)",H5,H7,5000,319
649,p650,64,"(-500.0, -866.03)","(2000.0, 0.0)",H5,H9,3000,195
650,p651,64,"(-2500.0, -2598.08)","(500.0, -866.03)",H13,H4,3999,282
651,p652,64,"(-2000.0, 0.0)","(2000.0, 0.0)",H15,H9,4000,292
652,p653,64,"(-2000.0, -3464.1)","(-2500.0, 2598.08)",H13,H17,7000,451
653,p654,64,"(4000.0, 1732.05)","(-500.0, -2598.08)",H8,H13,7000,388
654,p655,64,"(2500.0, 866.03)","(-1500.0, 866.03)",H8,H6,4000,266
655,p656,64,"(1000.0, -1732.05)","(-1000.0, 3464.1)",H4,H17,5999,392
656,p657,65,"(-1000.0, -0.0)","(1000.0, -1732.05)",H6,H4,2999,210
657,p658,65,"(-1000.0, 1732.05)","(-500.0, -2598.08)",H6,H4,5000,290
658,p659,65,"(3500.0, 866.03)","(-1000.0, -3464.1)",H8,H12,7000,296
659,p660,65,"(1000.0, -3464.1)","(2000.0, 1732.05)",H11,H8,5999,320
660,p661,65,"(2500.0, 2598.08)","(-1000.0, 1732.05)",H19,H6,4000,204
661,p662,65,"(4000.0, -1732.05)","(500.0, -4330.13)",H10,H12,5000,248
662,p663,65,"(500.0, -2598.08)","(-2500.0, 2598.08)",H11,H17,6000,321
663,p664,65,"(-2000.0, 3464.1)","(1000.0, -3464.1)",H17,H12,7999,319
664,p665,65,"(3500.0, -2598.08)","(1000.0, -3464.1)",H10,H11,2999,222
665,p666,65,"(1500.0, -866.03)","(-1000.0, 1732.05)",H3,H17,4000,226
666,p667,65,"(2000.0, -0.0)","(-3500.0, 866.03)",H2,H16,6000,270
667,p668,65,"(-4000.0, 0.0)","(-2500.0, 866.03)",H15,H16,2000,172
668,p669,65,"(4000.0, -1732.05)","(1000.0, 1732.05)",H10,H7,4999,284
669,p670,65,"(-2500.0, 866.03)","(1500.0, 866.03)",H6,H2,4000,233
670,p671,66,"(2000.0, 1732.05)","(-2500.0, -866.03)",H2,H15,6000,339
671,p672,66,"(-2000.0, 1732.05)","(3500.0, -866.03)",H17,H10,7000,313
672,p673,66,"(-2500.0, 866.03)","(-1000.0, -1732.05)",H16,H4,3000,199
673,p674,66,"(-3500.0, 866.03)","(-2500.0, 2598.08)",H15,H16,1999,155
674,p675,66,"(1000.0, -1732.05)","(1000.0, -3464.1)",H4,H12,1999,141
675,p676,66,"(-2000.0, 0.0)","(4000.0, 0.0)",H6,H9,6000,340
676,p677,66,"(2000.0, 0.0)","(-2000.0, -1732.05)",H9,H5,4999,264
677,p678,66,"(3500.0, -866.03)","(2500.0, -2598.08)",H9,H10,1999,150
678,p679,66,"(2000.0, 1732.05)","(0, 3464.1)",H2,H18,2999,167
679,p680,66,"(2000.0, 0.0)","(-1500.0, -866.03)",H3,H5,4000,270
680,p681,66,"(-500.0, -866.03)","(2500.0, 866.03)",H4,H8,4000,222
681,p682,66,"(2000.0, 0.0)","(500.0, -4330.13)",H3,H12,5000,333
682,p683,67,"(1000.0, -3464.1)","(-1500.0, -866.03)",H12,H5,3999,237
683,p684,67,"(3500.0, -866.03)","(2000.0, 0.0)",H10,H9,2000,134
684,p685,67,"(2500.0, -866.03)","(-3500.0, 2598.08)",H9,H16,8000,470
685,p686,67,"(4000.0, -1732.05)","(-500.0, -2598.08)",H10,H13,5000,247
686,p687,67,"(-2500.0, 2598.08)","(2500.0, 866.03)",H17,H9,5999,294
687,p688,67,"(2000.0, 1732.05)","(500.0, 866.03)",H8,H7,1999,166
688,p689,68,"(1500.0, 2598.08)","(-1500.0, -866.03)",H19,H5,5000,320
689,p690,68,"(-1000.0, -1732.05)","(500.0, -866.03)",H4,H4,1999,136
690,p691,68,"(2500.0, -866.03)","(500.0, -2598.08)",H10,H11,2999,213
691,p692,68,"(2500.0, 866.03)","(-1500.0, 2598.08)",H8,H17,4999,356
692,p693,68,"(-500.0, -4330.13)","(0, -1732.05)",H12,H4,3000,174
693,p694,68,"(-1500.0, 2598.08)","(-2500.0, -866.03)",H17,H14,4000,265
694,p695,68,"(1500.0, -2598.08)","(2500.0, 2598.08)",H11,H19,6000,363
695,p696,68,"(-2000.0, 1732.05)","(-3500.0, 866.03)",H17,H16,1999,173
696,p697,69,"(2500.0, 2598.08)","(-2500.0, -866.03)",H8,H14,7000,426
697,p698,69,"(-2000.0, 1732.05)","(0, -3464.1)",H6,H12,5999,335
698,p699,69,"(-2500.0, -866.03)","(-2500.0, -2598.08)",H15,H13,1999,168
699,p700,69,"(0, 1732.05)","(-1000.0, 0.0)",H7,H1,1999,156
700,p701,69,"(3000.0, 1732.05)","(-2500.0, 866.03)",H8,H6,5999,371
701,p702,69,"(-1000.0, -0.0)","(1500.0, 2598.08)",H6,H19,4000,215
702,p703,69,"(-2000.0, -1732.05)","(1000.0, 1732.05)",H5,H2,4999,363
703,p704,69,"(500.0, 866.03)","(3500.0, 866.03)",H1,H9,3000,173
704,p705,69,"(-2500.0, -866.03)","(1000.0, 0.0)",H5,H3,4000,280
705,p706,69,"(-1500.0, -2598.08)","(1000.0, 1732.05)",H13,H2,5000,318
706,p707,69,"(-500.0, -2598.08)","(1000.0, 0.0)",H12,H2,3000,199
707,p708,69,"(500.0, -866.03)","(-500.0, 2598.08)",H1,H7,4000,216
708,p709,69,"(-500.0, 866.03)","(1500.0, -866.03)",H1,H3,3000,192
709,p710,69,"(500.0, -866.03)","(-4000.0, 0.0)",H3,H15,5000,258
710,p711,69,"(-2500.0, 2598.08)","(-1000.0, -1732.05)",H17,H5,5000,252
711,p712,69,"(-2500.0, -866.03)","(1000.0, 0.0)",H14,H2,4000,223
712,p713,69,"(500.0, -866.03)","(-2500.0, -866.03)",H3,H5,3000,224
713,p714,70,"(-500.0, -866.03)","(-2000.0, 0.0)",H4,H6,2000,172
714,p715,70,"(1000.0, 1732.05)","(-3500.0, 866.03)",H7,H15,4999,307
715,p716,70,"(500.0, 866.03)","(1500.0, -2598.08)",H1,H11,4000,250
716,p717,70,"(-4000.0, 1732.05)","(3500.0, 866.03)",H16,H9,7999,420
717,p718,70,"(-1000.0, -3464.1)","(1000.0, 0.0)",H13,H3,3999,300
718,p719,70,"(1000.0, -1732.05)","(2500.0, 2598.08)",H4,H8,5000,271
719,p720,70,"(2000.0, 3464.1)","(500.0, 2598.08)",H19,H7,1999,138
720,p721,70,"(500.0, 2598.08)","(500.0, -2598.08)",H18,H4,6000,265
721,p722,70,"(-1500.0, 866.03)","(500.0, -866.03)",H6,H4,3000,243
722,p723,71,"(-2500.0, -866.03)","(-3500.0, -2598.08)",H15,H14,1999,157
723,p724,71,"(-1000.0, 0.0)","(1000.0, -1732.05)",H5,H3,2999,204
724,p725,71,"(4000.0, 1732.05)","(1000.0, 1732.05)",H8,H2,3000,163
725,p726,71,"(-500.0, 4330.13)","(500.0, -866.03)",H18,H4,6000,338
726,p727,71,"(500.0, 2598.08)","(2000.0, -0.0)",H7,H2,3000,215
727,p728,71,"(500.0, -4330.13)","(-1000.0, -3464.1)",H12,H13,2000,167
728,p729,71,"(2500.0, -866.03)","(-2500.0, 2598.08)",H9,H17,7000,462
729,p730,71,"(1500.0, 2598.08)","(-2500.0, 2598.08)",H19,H17,4000,283
730,p731,72,"(2000.0, -0.0)","(2000.0, 1732.05)",H2,H2,1999,155
731,p732,72,"(-2500.0, 866.03)","(3000.0, 0.0)",H15,H9,6000,417
732,p733,72,"(-1500.0, 2598.08)","(1500.0, 2598.08)",H17,H19,3000,230
733,p734,72,"(2000.0, 1732.05)","(500.0, 866.03)",H2,H1,1999,164
734,p735,72,"(2000.0, -0.0)","(-1000.0, 1732.05)",H2,H17,3999,264
735,p736,72,"(2000.0, 1732.05)","(2000.0, -1732.05)",H8,H11,3999,230
736,p737,72,"(2500.0, -2598.08)","(-2500.0, 866.03)",H11,H6,7000,375
737,p738,72,"(1000.0, 1732.05)","(-3500.0, 866.03)",H7,H15,4999,246
738,p739,72,"(-500.0, 866.03)","(-500.0, 2598.08)",H6,H18,1999,192
739,p740,72,"(-2000.0, 0.0)","(-1000.0, 1732.05)",H6,H7,1999,172
740,p741,73,"(-2000.0, 0.0)","(2500.0, 866.03)",H5,H9,5000,250
741,p742,73,"(1000.0, 1732.05)","(1000.0, -3464.1)",H7,H12,5999,364
742,p743,73,"(1000.0, -3464.1)","(500.0, 4330.13)",H12,H18,9000,542
743,p744,73,"(-2000.0, 0.0)","(1000.0, 0.0)",H5,H3,3000,236
744,p745,73,"(-2500.0, 2598.08)","(-2500.0, -866.03)",H17,H5,4000,200
745,p746,73,"(-500.0, -866.03)","(-3500.0, 866.03)",H1,H16,4000,272
746,p747,73,"(-1000.0, -3464.1)","(3500.0, 866.03)",H12,H8,7000,367
747,p748,73,"(1000.0, 3464.1)","(2000.0, 1732.05)",H18,H2,1999,190
748,p749,73,"(-3000.0, 0.0)","(0, -1732.05)",H15,H4,3999,313
749,p750,73,"(-1000.0, -1732.05)","(-3500.0, 866.03)",H4,H16,4000,234
750,p751,73,"(2500.0, 866.03)","(500.0, 866.03)",H2,H1,2000,190
751,p752,73,"(-1500.0, 2598.08)","(-2500.0, -866.03)",H17,H14,4000,287
752,p753,73,"(-2000.0, 0.0)","(-2500.0, -2598.08)",H15,H13,3000,216
753,p754,73,"(2500.0, -2598.08)","(500.0, -866.03)",H10,H1,2999,203
754,p755,74,"(1500.0, 866.03)","(0, 0)",H2,H1,2000,140
755,p756,74,"(-2500.0, 2598.08)","(-3500.0, -866.03)",H17,H15,4000,230
756,p757,74,"(-1000.0, -1732.05)","(2000.0, -1732.05)",H4,H10,3000,195
757,p758,74,"(-1000.0, 3464.1)","(-500.0, 866.03)",H17,H6,2999,240
758,p759,74,"(-2500.0, -2598.08)","(-500.0, -866.03)",H13,H5,2999,200
759,p760,74,"(2500.0, 866.03)","(-2000.0, 0.0)",H2,H5,5000,341
760,p761,74,"(-3000.0, 0.0)","(3000.0, -1732.05)",H15,H10,6999,473
761,p762,75,"(-1000.0, 1732.05)","(-2500.0, -866.03)",H17,H5,3000,222
762,p763,75,"(-1000.0, 1732.05)","(1000.0, -3464.1)",H7,H11,5999,391
763,p764,75,"(2000.0, -1732.05)","(2000.0, 1732.05)",H10,H8,3999,264
764,p765,75,"(4000.0, 0.0)","(2000.0, -3464.1)",H9,H11,3999,284
765,p766,75,"(4000.0, 0.0)","(-2000.0, -1732.05)",H9,H5,6999,331
766,p767,75,"(2000.0, -0.0)","(2500.0, 2598.08)",H2,H8,3000,194
767,p768,75,"(-2500.0, 866.03)","(-2000.0, -1732.05)",H6,H14,3000,197
768,p769,75,"(2500.0, 866.03)","(-500.0, -2598.08)",H8,H13,5000,312
769,p770,75,"(500.0, 866.03)","(-2000.0, 1732.05)",H2,H17,2999,179
770,p771,75,"(-2500.0, 866.03)","(-2500.0, 2598.08)",H16,H16,1999,170
771,p772,75,"(1500.0, -2598.08)","(1500.0, -866.03)",H11,H3,1999,140
772,p773,75,"(-1000.0, -1732.05)","(2500.0, 866.03)",H13,H9,5000,258
773,p774,75,"(1000.0, 0.0)","(-3500.0, 866.03)",H1,H16,5000,324
774,p775,75,"(-2500.0, -866.03)","(2000.0, 1732.05)",H5,H2,6000,356
775,p776,76,"(2000.0, 3464.1)","(3500.0, 866.03)",H19,H9,2999,174
776,p777,76,"(-2000.0, -1732.05)","(2500.0, -866.03)",H5,H3,4999,295
777,p778,76,"(-1500.0, -866.03)","(-1000.0, 3464.1)",H5,H17,5000,331
778,p779,76,"(1000.0, -3464.1)","(1000.0, 3464.1)",H11,H19,7999,503
779,p780,76,"(1000.0, -1732.05)","(2500.0, -2598.08)",H4,H10,2000,167
780,p781,76,"(1000.0, -1732.05)","(-2000.0, 1732.05)",H4,H16,4999,250
781,p782,76,"(2000.0, -0.0)","(0, -1732.05)",H2,H4,2999,175
782,p783,76,"(-500.0, -2598.08)","(2500.0, 866.03)",H12,H8,5000,262
783,p784,76,"(-500.0, -2598.08)","(3500.0, 2598.08)",H13,H8,7000,354
784,p785,76,"(-2500.0, -2598.08)","(3500.0, 866.03)",H14,H8,8000,456
785,p786,76,"(500.0, 4330.13)","(2000.0, 1732.05)",H18,H19,3000,175
786,p787,77,"(-1000.0, -3464.1)","(2500.0, 866.03)",H13,H9,6000,289
787,p788,77,"(0, 0)","(1000.0, 3464.1)",H1,H19,3999,264
788,p789,77,"(-1000.0, 1732.05)","(2500.0, 866.03)",H7,H2,3999,204
789,p790,77,"(-500.0, 2598.08)","(3000.0, -1732.05)",H17,H10,6000,415
790,p791,77,"(-2500.0, -2598.08)","(-3000.0, 0.0)",H13,H15,3000,230
791,p792,77,"(500.0, -4330.13)","(1500.0, -2598.08)",H12,H11,1999,156
792,p793,77,"(-3500.0, -866.03)","(1000.0, 1732.05)",H15,H7,6000,350
793,p794,77,"(2500.0, 866.03)","(1000.0, 3464.1)",H9,H19,2999,235
794,p795,77,"(3500.0, -866.03)","(0, -3464.1)",H9,H12,4999,326
795,p796,77,"(-3000.0, 0.0)","(-1000.0, -0.0)",H15,H6,2000,173
796,p797,77,"(-2500.0, 866.03)","(3000.0, 0.0)",H6,H9,6000,336
797,p798,77,"(-1000.0, -3464.1)","(-1000.0, -1732.05)",H13,H13,1999,173
798,p799,77,"(-1000.0, 0.0)","(2000.0, -1732.05)",H5,H10,3999,272
799,p800,78,"(-1000.0, -3464.1)","(2000.0, 3464.1)",H13,H19,7999,332
800,p801,78,"(2000.0, -1732.05)","(-3000.0, -1732.05)",H11,H14,5000,351
801,p802,78,"(3000.0, 1732.05)","(-3000.0, -1732.05)",H8,H14,7999,361
802,p803,78,"(0, -3464.1)","(-1500.0, -866.03)",H12,H5,2999,217
803,p804,78,"(3500.0, -866.03)","(1000.0, 0.0)",H9,H3,3000,208
804,p805,78,"(-2500.0, -2598.08)","(2000.0, -1732.05)",H13,H3,5000,342
805,p806,78,"(1000.0, 0.0)","(-3500.0, 2598.08)",H3,H16,6000,377
806,p807,78,"(-2500.0, 866.03)","(3500.0, -866.03)",H6,H10,7000,385
807,p808,78,"(-2000.0, 1732.05)","(2500.0, 866.03)",H16,H9,4999,306
808,p809,78,"(-500.0, -866.03)","(-1000.0, 3464.1)",H1,H17,5000,279
809,p810,78,"(-1000.0, 1732.05)","(2500.0, -866.03)",H17,H10,5000,363
810,p811,79,"(3500.0, -2598.08)","(-500.0, -2598.08)",H10,H12,4000,244
811,p812,79,"(-2500.0, -2598.08)","(3500.0, -2598.08)",H14,H10,6000,424
812,p813,79,"(-2500.0, 2598.08)","(500.0, 866.03)",H16,H7,3999,292
813,p814,79,"(2500.0, -2598.08)","(-1500.0, 866.03)",H11,H6,6000,298
814,p815,79,"(500.0, 2598.08)","(2000.0, -1732.05)",H18,H10,5000,340
815,p816,79,"(500.0, 2598.08)","(-2500.0, 866.03)",H19,H6,3999,273
816,p817,79,"(-1500.0, -866.03)","(3000.0, 0.0)",H5,H9,5000,289
817,p818,79,"(3500.0, 2598.08)","(500.0, 866.03)",H8,H2,3999,214
818,p819,79,"(-2500.0, 866.03)","(-3500.0, -866.03)",H15,H15,2000,196
819,p820,80,"(-500.0, 866.03)","(-500.0, -866.03)",H1,H5,2000,170
820,p821,80,"(1000.0, 1732.05)","(3000.0, 0.0)",H7,H9,2999,231
821,p822,80,"(-2500.0, -2598.08)","(-500.0, 2598.08)",H14,H18,6000,307
822,p823,80,"(2500.0, -2598.08)","(4000.0, 1732.05)",H11,H8,5000,263
823,p824,80,"(-2500.0, 2598.08)","(-2500.0, -866.03)",H17,H15,4000,246
824,p825,80,"(1000.0, 0.0)","(3000.0, -1732.05)",H1,H10,2999,197
825,p826,80,"(1000.0, 0.0)","(-2500.0, 866.03)",H1,H15,4000,236
826,p827,81,"(2500.0, 866.03)","(-1000.0, 3464.1)",H8,H18,4999,290
827,p828,81,"(3000.0, 1732.05)","(-1000.0, -1732.05)",H8,H4,5999,405
828,p829,81,"(-500.0, -866.03)","(-3000.0, 1732.05)",H1,H16,4000,280
829,p830,81,"(500.0, -2598.08)","(500.0, 2598.08)",H12,H19,6000,391
830,p831,81,"(500.0, -866.03)","(-1000.0, -1732.05)",H4,H4,1999,196
831,p832,81,"(500.0, -2598.08)","(1000.0, 0.0)",H11,H1,3000,196
832,p833,81,"(500.0, -2598.08)","(-1500.0, 2598.08)",H4,H17,6000,283
833,p834,81,"(-3500.0, 866.03)","(-1000.0, 3464.1)",H15,H18,3999,297
834,p835,81,"(2500.0, 866.03)","(0, 3464.1)",H9,H18,3999,305
835,p836,81,"(2500.0, 2598.08)","(-1000.0, 0.0)",H8,H5,5000,366
836,p837,82,"(3500.0, 866.03)","(500.0, 2598.08)",H8,H7,3999,250
837,p838,82,"(1000.0, -1732.05)","(-2500.0, 2598.08)",H11,H17,6000,366
838,p839,82,"(-2000.0, -3464.1)","(500.0, -2598.08)",H13,H4,2999,211
839,p840,82,"(2000.0, 1732.05)","(0, -3464.1)",H8,H12,5999,276
840,p841,82,"(2000.0, 1732.05)","(-1500.0, -866.03)",H2,H5,5000,262
841,p842,82,"(-1500.0, -866.03)","(-500.0, -2598.08)",H5,H13,1999,202
842,p843,82,"(3500.0, -2598.08)","(1000.0, -1732.05)",H10,H4,3000,203
843,p844,82,"(-3500.0, -2598.08)","(-4000.0, 1732.05)",H14,H16,5000,304
844,p845,82,"(-2000.0, -3464.1)","(-1000.0, -1732.05)",H13,H13,1999,148
845,p846,82,"(-1000.0, 1732.05)","(1000.0, 1732.05)",H17,H19,2000,190
846,p847,82,"(-500.0, -866.03)","(-500.0, 2598.08)",H4,H17,4000,272
847,p848,82,"(-2500.0, -866.03)","(-1000.0, 0.0)",H5,H1,2000,163
848,p849,82,"(-2000.0, -1732.05)","(500.0, 866.03)",H5,H1,4000,238
849,p850,82,"(3500.0, -2598.08)","(3000.0, 0.0)",H10,H9,3000,248
850,p851,82,"(-500.0, 2598.08)","(1500.0, -2598.08)",H18,H11,6000,396
851,p852,82,"(-2000.0, -1732.05)","(2500.0, 2598.08)",H14,H8,7000,351
852,p853,83,"(2000.0, 1732.05)","(-2500.0, -2598.08)",H19,H13,7000,393
853,p854,83,"(-500.0, 2598.08)","(-3500.0, 2598.08)",H7,H16,3000,232
854,p855,83,"(-3500.0, -2598.08)","(500.0, 866.03)",H14,H7,6000,371
855,p856,83,"(0, 0)","(-3500.0, 866.03)",H1,H15,4000,277
856,p857,83,"(500.0, -2598.08)","(500.0, 866.03)",H12,H2,4000,268
857,p858,83,"(0, 0)","(-3000.0, 1732.05)",H1,H16,3999,224
858,p859,83,"(3500.0, -866.03)","(-2000.0, 0.0)",H10,H5,6000,303
859,p860,83,"(1500.0, 2598.08)","(-3500.0, 866.03)",H19,H16,5999,281
860,p861,83,"(500.0, 4330.13)","(-1500.0, 866.03)",H18,H6,3999,285
861,p862,83,"(2500.0, -866.03)","(1000.0, 1732.05)",H9,H2,3000,215
862,p863,83,"(-2500.0, 866.03)","(2500.0, -866.03)",H6,H10,6000,400
863,p864,84,"(2500.0, 2598.08)","(2500.0, -866.03)",H19,H3,4000,252
864,p865,84,"(-2000.0, -3464.1)","(2500.0, -866.03)",H13,H3,5999,433
865,p866,84,"(500.0, 2598.08)","(-4000.0, 0.0)",H7,H15,6000,426
866,p867,84,"(1000.0, -3464.1)","(500.0, 2598.08)",H11,H7,7000,362
867,p868,84,"(-2500.0, 2598.08)","(3000.0, -1732.05)",H16,H10,8000,560
868,p869,85,"(500.0, 2598.08)","(-1000.0, -3464.1)",H7,H13,7000,433
869,p870,85,"(4000.0, 0.0)","(-500.0, -4330.13)",H9,H12,7000,392
870,p871,85,"(3500.0, 2598.08)","(0, -3464.1)",H8,H12,7000,421
871,p872,85,"(1500.0, 866.03)","(-2500.0, -866.03)",H2,H14,5000,286
872,p873,85,"(-4000.0, 1732.05)","(-500.0, 866.03)",H16,H7,3999,251
873,p874,85,"(500.0, 2598.08)","(500.0, -2598.08)",H19,H12,6000,399
874,p875,86,"(2000.0, -3464.1)","(-3000.0, -1732.05)",H11,H14,5999,438
875,p876,86,"(-1000.0, 0.0)","(-1000.0, 1732.05)",H1,H7,1999,203
876,p877,86,"(-500.0, -4330.13)","(2500.0, -866.03)",H12,H9,4999,320
877,p878,86,"(2000.0, 3464.1)","(500.0, -2598.08)",H19,H4,7000,468
878,p879,86,"(3500.0, -866.03)","(-2500.0, 2598.08)",H9,H16,8000,456
879,p880,86,"(-3000.0, 0.0)","(-500.0, -2598.08)",H15,H13,4000,261
880,p881,86,"(500.0, 2598.08)","(500.0, -2598.08)",H19,H11,6000,403
881,p882,86,"(-3500.0, -866.03)","(0, 3464.1)",H15,H18,6000,331
882,p883,86,"(-2500.0, -2598.08)","(-1000.0, -1732.05)",H13,H5,2000,173
883,p884,86,"(500.0, -866.03)","(2500.0, 2598.08)",H3,H19,4000,240
884,p885,87,"(500.0, 4330.13)","(500.0, 866.03)",H18,H2,3999,266
885,p886,87,"(-3500.0, -2598.08)","(-500.0, 866.03)",H14,H7,5000,297
886,p887,87,"(3000.0, -1732.05)","(1000.0, -3464.1)",H10,H11,2999,186
887,p888,87,"(-1500.0, -2598.08)","(1500.0, 866.03)",H13,H2,5000,327
888,p889,88,"(2000.0, -3464.1)","(-2000.0, 1732.05)",H11,H6,6999,373
889,p890,88,"(500.0, -2598.08)","(500.0, 2598.08)",H4,H18,6000,336
890,p891,88,"(-3500.0, 2598.08)","(-500.0, -2598.08)",H16,H13,6000,340
891,p892,88,"(-1000.0, -1732.05)","(-2500.0, 2598.08)",H5,H17,5000,346
892,p893,88,"(-2500.0, -2598.08)","(1000.0, 0.0)",H14,H2,5000,304
893,p894,88,"(-1000.0, -1732.05)","(1000.0, 0.0)",H4,H3,2999,225
894,p895,88,"(1500.0, 2598.08)","(1000.0, 0.0)",H19,H3,3000,246
895,p896,88,"(1500.0, 2598.08)","(-500.0, -2598.08)",H19,H4,6000,272
896,p897,88,"(1500.0, 866.03)","(-1000.0, 1732.05)",H2,H17,2999,203
897,p898,88,"(-2000.0, 0.0)","(-1000.0, -1732.05)",H15,H5,1999,202
898,p899,88,"(2500.0, -866.03)","(2500.0, 866.03)",H3,H9,2000,165
899,p900,89,"(1500.0, 866.03)","(-3500.0, -866.03)",H2,H15,6000,287
900,p901,89,"(500.0, 2598.08)","(500.0, -2598.08)",H19,H11,6000,380
901,p902,89,"(-2500.0, -2598.08)","(-2500.0, 2598.08)",H14,H16,6000,398
902,p903,89,"(4000.0, -1732.05)","(-500.0, 866.03)",H10,H1,6000,427
903,p904,89,"(-4000.0, 0.0)","(500.0, 866.03)",H15,H7,5000,272
904,p905,89,"(1000.0, 0.0)","(-500.0, -866.03)",H3,H4,2000,197
905,p906,89,"(500.0, -2598.08)","(2000.0, -1732.05)",H11,H3,2000,155
906,p907,89,"(-2000.0, 1732.05)","(2000.0, -1732.05)",H6,H10,5999,341
907,p908,89,"(1500.0, 2598.08)","(-3500.0, -866.03)",H19,H15,7000,396
908,p909,89,"(2500.0, 866.03)","(1000.0, -1732.05)",H9,H3,3000,217
909,p910,89,"(-3500.0, 2598.08)","(-2000.0, 0.0)",H16,H5,3000,228
910,p911,89,"(1000.0, -3464.1)","(2500.0, -866.03)",H11,H3,2999,224
911,p912,90,"(-1000.0, 0.0)","(-1500.0, 2598.08)",H5,H17,3000,264
912,p913,90,"(-500.0, 2598.08)","(-2500.0, -866.03)",H18,H5,4000,284
913,p914,90,"(2500.0, -2598.08)","(3500.0, 866.03)",H11,H9,4000,215
914,p915,90,"(2000.0, 3464.1)","(-1500.0, 866.03)",H19,H6,4999,357
915,p916,90,"(-2000.0, -1732.05)","(-3500.0, -2598.08)",H13,H14,2000,178
916,p917,90,"(-2000.0, 3464.1)","(-2000.0, 0.0)",H17,H6,3999,296
917,p918,90,"(1500.0, -866.03)","(2500.0, -2598.08)",H3,H11,1999,156
918,p919,90,"(2500.0, 866.03)","(-3500.0, 2598.08)",H8,H16,6999,451
919,p920,90,"(-2500.0, -2598.08)","(0, 3464.1)",H14,H18,7000,468
920,p921,90,"(-2500.0, -866.03)","(-3500.0, 866.03)",H15,H15,2000,197
921,p922,90,"(2000.0, 3464.1)","(3500.0, 866.03)",H19,H9,2999,209
922,p923,90,"(-2500.0, 2598.08)","(-2000.0, -3464.1)",H16,H13,7000,414
923,p924,91,"(-1000.0, 1732.05)","(2500.0, 866.03)",H7,H2,3999,271
924,p925,91,"(500.0, 2598.08)","(-1000.0, 1732.05)",H18,H7,2000,183
925,p926,91,"(-500.0, 866.03)","(3000.0, 1732.05)",H6,H8,3999,259
926,p927,91,"(-1000.0, 1732.05)","(-1000.0, 3464.1)",H6,H17,1999,185
927,p928,91,"(0, -3464.1)","(-500.0, -866.03)",H12,H5,2999,226
928,p929,91,"(2000.0, -0.0)","(500.0, 866.03)",H2,H7,2000,185
929,p930,92,"(2000.0, 1732.05)","(500.0, 866.03)",H8,H7,1999,205
930,p931,92,"(3000.0, 0.0)","(-4000.0, 1732.05)",H9,H16,7999,432
931,p932,92,"(500.0, 2598.08)","(-3500.0, -866.03)",H7,H15,6000,319
932,p933,92,"(1000.0, -1732.05)","(-500.0, 2598.08)",H11,H7,5000,335
933,p934,92,"(-4000.0, -1732.05)","(2000.0, -1732.05)",H14,H3,6000,398
934,p935,92,"(-2000.0, 0.0)","(500.0, 2598.08)",H15,H18,4000,277
935,p936,92,"(3500.0, -2598.08)","(-1000.0, 0.0)",H10,H5,6000,348
936,p937,92,"(3500.0, 866.03)","(-500.0, -866.03)",H9,H1,5000,335
937,p938,92,"(-3000.0, -1732.05)","(500.0, -2598.08)",H14,H12,4000,313
938,p939,92,"(-2500.0, -866.03)","(3500.0, 2598.08)",H15,H8,8000,419
